datetime,value,validation_block,predict
2018-03-16 00:00:00,2.6180000000000003,0,2.59492592961106
2018-03-23 00:00:00,2.6460000000000004,0,2.5583765993228287
2018-03-30 00:00:00,2.647,0,2.523286691407544
2018-04-06 00:00:00,2.6319999999999997,0,2.4914631340655076
2018-04-13 00:00:00,2.6460000000000004,0,2.459944234416045
2018-04-20 00:00:00,2.694,0,2.425826124758668
2018-04-27 00:00:00,2.7460000000000004,0,2.39160420299497
2018-05-04 00:00:00,2.7969999999999997,0,2.3567832148352412
2018-05-11 00:00:00,2.932,0,2.3193298902889623
2018-05-18 00:00:00,3.017,0,2.2799265835245293
2018-05-25 00:00:00,3.0410000000000004,0,2.237558578191145
2018-06-01 00:00:00,3.0210000000000004,0,2.199673715639584
2018-06-08 00:00:00,3.008,0,2.162745880949355
2018-06-15 00:00:00,2.998,0,2.126548635429234
2018-06-22 00:00:00,2.968,0,2.096110814739608
2018-06-29 00:00:00,2.964,0,2.0693785475662243
2018-07-06 00:00:00,2.971,0,2.044484657769397
2018-07-13 00:00:00,2.9739999999999998,0,2.018870854700627
2018-07-20 00:00:00,2.972,0,1.9957916275350303
2018-07-27 00:00:00,2.9810000000000003,0,1.9718507982274622
2018-08-03 00:00:00,2.998,0,1.942804444910073
2018-08-10 00:00:00,2.9760000000000004,0,1.913068015991069
2018-08-17 00:00:00,2.955,0,1.890297681379129
2018-08-24 00:00:00,2.946,0,1.8767342894075782
2018-08-31 00:00:00,2.926,0,1.868407262117901
2018-09-07 00:00:00,2.918,0,1.8620351783815239
2018-09-14 00:00:00,2.935,0,1.8569278420894442
2018-09-21 00:00:00,2.989,0,1.849344028305182
2018-09-28 00:00:00,3.02,0,1.8399006866901289
2018-10-05 00:00:00,3.02,0,1.8330109310390288
2018-10-12 00:00:00,3.0189999999999997,0,1.8278162324557559
2018-10-19 00:00:00,2.9589999999999996,0,1.8286971108747623
2018-10-26 00:00:00,2.9389999999999996,0,1.8338195206190666
