datetime,value,validation_block,predict
2018-11-02 00:00:00,2.905,0,1.8413436184291205
2018-11-09 00:00:00,2.799,0,1.8517561367378792
2018-11-16 00:00:00,2.7110000000000003,0,1.8583189471171209
2018-11-23 00:00:00,2.642,0,1.8644646181542353
2018-11-30 00:00:00,2.562,0,1.873025118371086
2018-12-07 00:00:00,2.489,0,1.885625604091361
2018-12-14 00:00:00,2.44,0,1.9020893506207712
2018-12-21 00:00:00,2.3930000000000002,0,1.917928343903402
2018-12-28 00:00:00,2.318,0,1.9334865255678175
2019-01-04 00:00:00,2.282,0,1.9496654976829215
2019-01-11 00:00:00,2.251,0,1.9656595209496412
2019-01-18 00:00:00,2.256,0,1.9837935350638625
2019-01-25 00:00:00,2.27,0,2.0031587683509477
2019-02-01 00:00:00,2.27,0,2.019498491121837
2019-02-08 00:00:00,2.299,0,2.031892619927579
2019-02-15 00:00:00,2.37,0,2.044477878003507
2019-02-22 00:00:00,2.51,0,2.0572982027372984
2019-03-01 00:00:00,2.559,1,2.495185053439795
2019-03-08 00:00:00,2.609,1,2.453523527763943
2019-03-15 00:00:00,2.687,1,2.408871142025976
2019-03-22 00:00:00,2.742,1,2.3616080536505213
2019-03-29 00:00:00,2.787,1,2.313618628392702
2019-04-05 00:00:00,2.8089999999999997,1,2.2682360371418318
2019-04-12 00:00:00,2.9,1,2.230030910839669
2019-04-19 00:00:00,2.9419999999999997,1,2.195406812465016
2019-04-26 00:00:00,2.943,1,2.1565411700788615
2019-05-03 00:00:00,2.938,1,2.1228787148349015
2019-05-10 00:00:00,2.905,1,2.0933121331711555
2019-05-17 00:00:00,2.889,1,2.0648491294558453
2019-05-24 00:00:00,2.895,1,2.024993917087371
2019-05-31 00:00:00,2.911,1,1.9798719685406305
2019-06-07 00:00:00,2.824,1,1.9382712777969182
2019-06-14 00:00:00,2.7689999999999997,1,1.8870413677566082
2019-06-21 00:00:00,2.7560000000000002,1,1.8381118431098673
2019-06-28 00:00:00,2.766,1,1.796252577934427
2019-07-05 00:00:00,2.7760000000000002,1,1.7613484655567957
2019-07-12 00:00:00,2.842,1,1.738563450072951
2019-07-19 00:00:00,2.8280000000000003,1,1.7222823499957203
2019-07-26 00:00:00,2.799,1,1.7080842173990494
2019-08-02 00:00:00,2.79,1,1.6982615992931058
2019-08-09 00:00:00,2.745,1,1.6860222439488193
2019-08-16 00:00:00,2.736,1,1.665315007751111
2019-08-23 00:00:00,2.717,1,1.6424593404088688
2019-08-30 00:00:00,2.697,1,1.6177095084519575
2019-09-06 00:00:00,2.647,1,1.5896638708047592
2019-09-13 00:00:00,2.668,1,1.5694656027082798
2019-09-20 00:00:00,2.8539999999999996,1,1.5738121633697069
2019-09-27 00:00:00,2.75,1,1.5913121349814632
2019-10-04 00:00:00,2.748,1,1.6096279032987768
2019-10-11 00:00:00,2.713,1,1.6257106822123952
2019-10-18 00:00:00,2.714,1,1.6359162872122792
2019-10-25 00:00:00,2.71,1,1.6399462383462295
2019-11-01 00:00:00,2.697,1,1.6302048900321502
2019-11-08 00:00:00,2.7060000000000004,1,1.612790602932316
2019-11-15 00:00:00,2.681,1,1.604671161914799
2019-11-22 00:00:00,2.658,1,1.6037030596883985
2019-11-29 00:00:00,2.6519999999999997,1,1.6057571712028627
2019-12-06 00:00:00,2.627,1,1.60635970214432
2019-12-13 00:00:00,2.603,1,1.6158513518747664
2019-12-20 00:00:00,2.6010000000000004,1,1.6315640546625505
2019-12-27 00:00:00,2.612,1,1.6463169310092707
2020-01-03 00:00:00,2.617,1,1.6667998537623832
2020-01-10 00:00:00,2.696,1,1.690464264325033
2020-01-17 00:00:00,2.648,1,1.7174988119332033
2020-01-24 00:00:00,2.6189999999999998,1,1.733985321354234
2020-01-31 00:00:00,2.545,1,1.7402235091211269
2020-02-07 00:00:00,2.5180000000000002,1,1.744477801129047
