datetime,value,validation_block,predict
2019-05-24 00:00:00,8563.0,1,7177.083604353835
2019-05-31 00:00:00,8344.0,1,6791.568614201177
2019-06-07 00:00:00,7852.0,1,6299.048522560125
2019-06-14 00:00:00,8831.0,1,6728.0392103014965
2019-06-21 00:00:00,9377.0,1,6391.006898601487
2019-06-28 00:00:00,7925.0,1,6240.158319292625
2019-07-05 00:00:00,8337.0,1,6675.224027081049
2019-07-12 00:00:00,7058.0,1,6214.286782555262
2019-07-19 00:00:00,7994.0,1,6441.8391787550445
2019-07-26 00:00:00,8401.0,1,6237.994890585276
2019-08-02 00:00:00,6919.0,1,5472.815815157989
2019-08-09 00:00:00,7736.0,1,5817.608443976327
2019-08-16 00:00:00,8088.0,1,5660.02115074907
2019-08-23 00:00:00,8332.0,1,5129.134040109583
2019-08-30 00:00:00,8384.0,1,5319.040497353968
2019-09-06 00:00:00,7921.0,1,5672.053545179526
2019-09-13 00:00:00,8725.0,1,5814.110178928872
2019-09-20 00:00:00,8095.0,1,6283.741882344128
2019-09-27 00:00:00,7788.0,1,7091.748159998891
2019-10-04 00:00:00,8620.0,1,7024.701248334164
2019-10-11 00:00:00,8233.0,1,7173.0765341822225
2019-10-18 00:00:00,8619.0,1,7257.698256955768
2019-10-25 00:00:00,8428.0,1,6749.68994358702
2019-11-01 00:00:00,7024.0,1,6980.025269730215
2019-11-08 00:00:00,7727.0,1,7584.000765813963
2019-11-15 00:00:00,8411.0,1,7515.925389621762
2019-11-22 00:00:00,8685.0,1,6996.77383257407
2019-11-29 00:00:00,8413.0,1,7575.585229821756
2019-12-06 00:00:00,8937.0,1,7669.6147025103655
2019-12-13 00:00:00,8602.0,1,8217.242927905681
2019-12-20 00:00:00,9126.0,1,8800.630834204589
2019-12-27 00:00:00,10134.0,1,7656.11054374807
2020-01-03 00:00:00,8233.0,1,8210.90724493283
2020-01-10 00:00:00,8296.0,1,8803.726174911919
2020-01-17 00:00:00,8786.0,1,7818.094179574375
2020-01-24 00:00:00,9360.0,1,8048.24414601585
2020-01-31 00:00:00,9153.0,1,7403.32269399418
2020-02-07 00:00:00,8328.0,1,7549.479536772985
