datetime,value,validation_block,predict
2018-03-16 00:00:00,6566.0,0,6266.157236066742
2018-03-23 00:00:00,6491.0,0,6432.450245996809
2018-03-30 00:00:00,6919.0,0,6255.735862422414
2018-04-06 00:00:00,6229.0,0,6077.284616294193
2018-04-13 00:00:00,6725.0,0,6278.672871262763
2018-04-20 00:00:00,8332.0,0,6082.355471704372
2018-04-27 00:00:00,7158.0,0,6253.699151731575
2018-05-04 00:00:00,6692.0,0,6073.9364328526235
2018-05-11 00:00:00,7205.0,0,6009.122514953795
2018-05-18 00:00:00,6881.0,0,6003.442583174361
2018-05-25 00:00:00,6822.0,0,6101.604161187961
2018-06-01 00:00:00,7031.0,0,5845.761187533026
2018-06-08 00:00:00,6712.0,0,6133.712466248997
2018-06-15 00:00:00,7597.0,0,6061.708193962151
2018-06-22 00:00:00,8544.0,0,5694.375171485028
2018-06-29 00:00:00,7476.0,0,6314.8738650378
2018-07-06 00:00:00,7654.0,0,5712.863557910434
2018-07-13 00:00:00,6203.0,0,5755.029562730442
2018-07-20 00:00:00,8051.0,0,6119.949974882624
2018-07-27 00:00:00,6338.0,0,5673.791789067154
2018-08-03 00:00:00,7052.0,0,5870.478041681037
2018-08-10 00:00:00,6869.0,0,5929.250818431519
2018-08-17 00:00:00,6528.0,0,5595.435810096099
2018-08-24 00:00:00,6626.0,0,5755.957510728123
2018-08-31 00:00:00,5569.0,0,5597.122150713984
2018-09-07 00:00:00,6688.0,0,5290.910280280445
2018-09-14 00:00:00,7590.0,0,5825.837155553358
2018-09-21 00:00:00,7837.0,0,5369.562375309915
2018-09-28 00:00:00,7398.0,0,5470.405941983893
2018-10-05 00:00:00,7475.0,0,5726.006251067836
2018-10-12 00:00:00,7554.0,0,5904.809710396867
2018-10-19 00:00:00,7528.0,0,5693.6271559797115
2018-10-26 00:00:00,7839.0,0,6095.526957858905
2018-11-02 00:00:00,7337.0,0,6481.14804200202
2018-11-09 00:00:00,6455.0,0,6026.703489004027
2018-11-16 00:00:00,7171.0,0,6327.61465703031
2018-11-23 00:00:00,8714.0,0,6259.240092152722
2018-11-30 00:00:00,9049.0,0,6407.829548913702
2018-12-07 00:00:00,7814.0,0,6539.81982576717
2018-12-14 00:00:00,7777.0,0,6690.242210147788
2018-12-21 00:00:00,8856.0,0,6483.744825711008
2018-12-28 00:00:00,7616.0,0,6347.63333737702
2019-01-04 00:00:00,6937.0,0,7142.739492549585
2019-01-11 00:00:00,7685.0,0,6680.00529551495
2019-01-18 00:00:00,6954.0,0,6900.864801740063
2019-01-25 00:00:00,6998.0,0,6964.266732525162
2019-02-01 00:00:00,8022.0,0,6452.321851851795
2019-02-08 00:00:00,7541.0,0,7457.99916403928
2019-02-15 00:00:00,8330.0,0,6984.532877504107
2019-02-22 00:00:00,8164.0,0,6400.336863657522
2019-03-01 00:00:00,8272.0,1,7700.7977535835
2019-03-08 00:00:00,7785.0,1,7747.610403023048
2019-03-15 00:00:00,7589.0,1,7570.583626433239
2019-03-22 00:00:00,8084.0,1,7471.60591496105
2019-03-29 00:00:00,7594.0,1,7619.031733843819
2019-04-05 00:00:00,7545.0,1,7120.262770061712
2019-04-12 00:00:00,7716.0,1,7110.959226526355
2019-04-19 00:00:00,8230.0,1,7041.523854182103
2019-04-26 00:00:00,7767.0,1,6793.223190244507
2019-05-03 00:00:00,7548.0,1,6957.946991593055
2019-05-10 00:00:00,8562.0,1,7244.946244749126
2019-05-17 00:00:00,8067.0,1,6580.420094372843
