datetime,value,validation_block,predict
2011-09-01 00:00:00,6.3885,0,6.3965000000000005
2011-10-01 00:00:00,6.371,0,6.4064000000000005
2011-11-01 00:00:00,6.3564,0,6.4047
2011-12-01 00:00:00,6.3482,0,6.4053
2012-01-01 00:00:00,6.3172,0,6.4007000000000005
2012-02-01 00:00:00,6.2997,0,6.399699999999999
2012-03-01 00:00:00,6.3125,0,6.400099999999999
2012-04-01 00:00:00,6.3043,0,6.400499999999999
2012-05-01 00:00:00,6.3242,0,6.3999
2012-06-01 00:00:00,6.3633,0,6.4014999999999995
2012-07-01 00:00:00,6.3717,0,6.3991999999999996
2012-08-01 00:00:00,6.3593,0,6.398599999999999
2012-09-01 00:00:00,6.32,0,6.400499999999999
2012-10-01 00:00:00,6.2627,0,6.391399999999999
2012-11-01 00:00:00,6.2338,0,6.349200000000001
2012-12-01 00:00:00,6.2328,0,6.3603000000000005
2013-01-01 00:00:00,6.2215,0,6.312600000000001
2013-02-01 00:00:00,6.2323,0,6.2408
2013-03-01 00:00:00,6.2154,0,6.2268
2013-04-01 00:00:00,6.1861,0,6.2227
2013-05-01 00:00:00,6.1416,0,6.1693999999999996
2013-06-01 00:00:00,6.1342,0,6.1491
2013-07-01 00:00:00,6.1343,0,6.137499999999999
2013-08-01 00:00:00,6.1213,0,6.0996999999999995
2013-09-01 00:00:00,6.1198,0,6.0687
2013-10-01 00:00:00,6.1032,0,6.047599999999999
2013-11-01 00:00:00,6.0929,0,6.030499999999999
2013-12-01 00:00:00,6.0738,0,5.9765999999999995
2014-01-01 00:00:00,6.0509,0,5.9695
2014-02-01 00:00:00,6.0816,0,5.9794
2014-03-01 00:00:00,6.1729,0,5.9777
2014-04-01 00:00:00,6.2246,0,5.9783
2014-05-01 00:00:00,6.2379999999999995,0,5.9737
2014-06-01 00:00:00,6.2306,0,5.9727
2014-07-01 00:00:00,6.1984,0,5.973099999999999
2014-08-01 00:00:00,6.1541,0,5.973499999999999
2014-09-01 00:00:00,6.1382,0,5.972899999999999
2014-10-01 00:00:00,6.1251,0,5.974499999999999
2014-11-01 00:00:00,6.1249,0,5.972199999999999
2014-12-01 00:00:00,6.1886,0,5.971599999999999
2015-01-01 00:00:00,6.2181,0,5.973499999999999
2015-02-01 00:00:00,6.2518,0,5.9643999999999995
2015-03-01 00:00:00,6.2386,0,5.9222
2015-04-01 00:00:00,6.2010000000000005,0,5.9333
2015-05-01 00:00:00,6.2035,0,5.8856
2015-06-01 00:00:00,6.2052,0,5.8138
2015-07-01 00:00:00,6.2085,0,5.7998
2015-08-01 00:00:00,6.3383,0,5.795699999999999
2015-09-01 00:00:00,6.3676,0,5.742399999999999
2015-10-01 00:00:00,6.3505,0,5.722099999999999
2015-11-01 00:00:00,6.364,1,6.3506
2015-12-01 00:00:00,6.4491,1,6.3376
2016-01-01 00:00:00,6.5726,1,6.336099999999999
2016-02-01 00:00:00,6.5501,1,6.3195
2016-03-01 00:00:00,6.5027,1,6.3092
2016-04-01 00:00:00,6.4754,1,6.290100000000001
2016-05-01 00:00:00,6.5259,1,6.267200000000001
2016-06-01 00:00:00,6.5892,1,6.2979
2016-07-01 00:00:00,6.6771,1,6.389200000000001
2016-08-01 00:00:00,6.6466,1,6.440899999999999
2016-09-01 00:00:00,6.6702,1,6.454299999999999
2016-10-01 00:00:00,6.7303,1,6.446899999999999
2016-11-01 00:00:00,6.8402,1,6.4147
2016-12-01 00:00:00,6.9198,1,6.370399999999999
2017-01-01 00:00:00,6.8907,1,6.354499999999999
2017-02-01 00:00:00,6.8694,1,6.341399999999998
2017-03-01 00:00:00,6.894,1,6.341199999999999
2017-04-01 00:00:00,6.8876,1,6.4049
2017-05-01 00:00:00,6.8843,1,6.434399999999998
2017-06-01 00:00:00,6.8066,1,6.4681
2017-07-01 00:00:00,6.7694,1,6.454899999999999
2017-08-01 00:00:00,6.6670000000000025,1,6.4173
2017-09-01 00:00:00,6.569,1,6.4197999999999995
2017-10-01 00:00:00,6.6254,1,6.421499999999999
2017-11-01 00:00:00,6.62,1,6.424799999999999
2017-12-01 00:00:00,6.5932,1,6.554599999999999
2018-01-01 00:00:00,6.4233,1,6.583899999999999
2018-02-01 00:00:00,6.3183,1,6.566799999999999
2018-03-01 00:00:00,6.3174,1,6.566899999999999
2018-04-01 00:00:00,6.2967,1,6.553899999999999
2018-05-01 00:00:00,6.3701,1,6.552399999999999
2018-06-01 00:00:00,6.4651,1,6.535799999999998
2018-07-01 00:00:00,6.7164,1,6.525499999999999
2018-08-01 00:00:00,6.8453,1,6.506399999999999
2018-09-01 00:00:00,6.8551,1,6.483499999999999
2018-10-01 00:00:00,6.9191,1,6.514199999999999
2018-11-01 00:00:00,6.9367,1,6.605499999999999
2018-12-01 00:00:00,6.8837,1,6.657199999999999
2019-01-01 00:00:00,6.7863,1,6.6705999999999985
2019-02-01 00:00:00,6.7367,1,6.663199999999998
2019-03-01 00:00:00,6.7119,1,6.6309999999999985
2019-04-01 00:00:00,6.7161,1,6.586699999999998
2019-05-01 00:00:00,6.8519,1,6.570799999999998
2019-06-01 00:00:00,6.8977,1,6.557699999999997
2019-07-01 00:00:00,6.8775,1,6.557499999999997
2019-08-01 00:00:00,7.0629,1,6.621199999999998
2019-09-01 00:00:00,7.1137,1,6.650699999999998
2019-10-01 00:00:00,7.0961,1,6.684399999999998
2019-11-01 00:00:00,7.0199,1,6.671199999999998
2019-12-01 00:00:00,7.0137,1,6.633599999999999
