datetime,value,validation_block,predict
2011-09-01 00:00:00,1.0025,0,0.9817000000000001
2011-10-01 00:00:00,1.0198,0,0.9817000000000001
2011-11-01 00:00:00,1.0248,0,0.9817000000000001
2011-12-01 00:00:00,1.0235,0,0.9817000000000001
2012-01-01 00:00:00,1.013,0,0.9817000000000001
2012-02-01 00:00:00,0.9967,0,0.9817000000000001
2012-03-01 00:00:00,0.9938,0,0.9817000000000001
2012-04-01 00:00:00,0.9928,0,0.9817000000000001
2012-05-01 00:00:00,1.0097,0,0.9817000000000001
2012-06-01 00:00:00,1.028,0,0.9817000000000001
2012-07-01 00:00:00,1.0142,0,0.9817000000000001
2012-08-01 00:00:00,0.9924,0,0.9817000000000001
2012-09-01 00:00:00,0.9783,0,0.9817000000000001
2012-10-01 00:00:00,0.9872,0,0.9817000000000001
2012-11-01 00:00:00,0.997,0,0.9817000000000001
2012-12-01 00:00:00,0.9898,0,0.9817000000000001
2013-01-01 00:00:00,0.9921,0,0.9817000000000001
2013-02-01 00:00:00,1.0098,0,0.9817000000000001
2013-03-01 00:00:00,1.0244,0,0.9817000000000001
2013-04-01 00:00:00,1.0187,0,0.9817000000000001
2013-05-01 00:00:00,1.0196,0,0.9817000000000001
2013-06-01 00:00:00,1.0314,0,0.9817000000000001
2013-07-01 00:00:00,1.0402,0,0.9817000000000001
2013-08-01 00:00:00,1.0407,0,0.9817000000000001
2013-09-01 00:00:00,1.0342,0,0.9817000000000001
2013-10-01 00:00:00,1.0363,0,0.9817000000000001
2013-11-01 00:00:00,1.0486,0,0.9817000000000001
2013-12-01 00:00:00,1.0639,0,0.9817000000000001
2014-01-01 00:00:00,1.094,0,0.9817000000000001
2014-02-01 00:00:00,1.1054,0,0.9817000000000001
2014-03-01 00:00:00,1.1107,0,0.9817000000000001
2014-04-01 00:00:00,1.0992,0,0.9817000000000001
2014-05-01 00:00:00,1.0894,0,0.9817000000000001
2014-06-01 00:00:00,1.083,0,0.9817000000000001
2014-07-01 00:00:00,1.0739,0,0.9817000000000001
2014-08-01 00:00:00,1.0926,0,0.9817000000000001
2014-09-01 00:00:00,1.1011,0,0.9817000000000001
2014-10-01 00:00:00,1.1212,0,0.9817000000000001
2014-11-01 00:00:00,1.1325,0,0.9817000000000001
2014-12-01 00:00:00,1.1532,0,0.9817000000000001
2015-01-01 00:00:00,1.2122,0,0.9817000000000001
2015-02-01 00:00:00,1.2499,0,0.9817000000000001
2015-03-01 00:00:00,1.2618,0,0.9817000000000001
2015-04-01 00:00:00,1.2337,0,0.9817000000000001
2015-05-01 00:00:00,1.2176,0,0.9817000000000001
2015-06-01 00:00:00,1.2365,0,0.9817000000000001
2015-07-01 00:00:00,1.2863,0,0.9817000000000001
2015-08-01 00:00:00,1.3147,0,0.9817000000000001
2015-09-01 00:00:00,1.3266,0,0.9817000000000001
2015-10-01 00:00:00,1.3072,0,0.9817000000000001
2015-11-01 00:00:00,1.3279,1,1.3072
2015-12-01 00:00:00,1.3713,1,1.3072
2016-01-01 00:00:00,1.4208,1,1.3072
2016-02-01 00:00:00,1.3797,1,1.3072
2016-03-01 00:00:00,1.3226,1,1.3072
2016-04-01 00:00:00,1.2818,1,1.3072
2016-05-01 00:00:00,1.2945,1,1.3072
2016-06-01 00:00:00,1.2894,1,1.3072
2016-07-01 00:00:00,1.3052,1,1.3072
2016-08-01 00:00:00,1.2998,1,1.3072
2016-09-01 00:00:00,1.3108,1,1.3072
2016-10-01 00:00:00,1.3251,1,1.3072
2016-11-01 00:00:00,1.3434,1,1.3072
2016-12-01 00:00:00,1.3339,1,1.3072
2017-01-01 00:00:00,1.3183,1,1.3072
2017-02-01 00:00:00,1.3109,1,1.3072
2017-03-01 00:00:00,1.3387,1,1.3072
2017-04-01 00:00:00,1.3437,1,1.3072
2017-05-01 00:00:00,1.3606,1,1.3072
2017-06-01 00:00:00,1.3295,1,1.3072
2017-07-01 00:00:00,1.2690000000000001,1,1.3072
2017-08-01 00:00:00,1.2608,1,1.3072
2017-09-01 00:00:00,1.2279,1,1.3072
2017-10-01 00:00:00,1.2607,1,1.3072
2017-11-01 00:00:00,1.2773,1,1.3072
2017-12-01 00:00:00,1.2769,1,1.3072
2018-01-01 00:00:00,1.2429,1,1.3072
2018-02-01 00:00:00,1.2588,1,1.3072
2018-03-01 00:00:00,1.2933,1,1.3072
2018-04-01 00:00:00,1.2732,1,1.3072
2018-05-01 00:00:00,1.2866,1,1.3072
2018-06-01 00:00:00,1.3125,1,1.3072
2018-07-01 00:00:00,1.3133,1,1.3072
2018-08-01 00:00:00,1.3042,1,1.3072
2018-09-01 00:00:00,1.3034,1,1.3072
2018-10-01 00:00:00,1.3004,1,1.3072
2018-11-01 00:00:00,1.3205,1,1.3072
2018-12-01 00:00:00,1.3436,1,1.3072
2019-01-01 00:00:00,1.33,1,1.3072
2019-02-01 00:00:00,1.3209,1,1.3072
2019-03-01 00:00:00,1.3371,1,1.3072
2019-04-01 00:00:00,1.3378,1,1.3072
2019-05-01 00:00:00,1.3459999999999999,1,1.3072
2019-06-01 00:00:00,1.3289,1,1.3072
2019-07-01 00:00:00,1.3105,1,1.3072
2019-08-01 00:00:00,1.3273,1,1.3072
2019-09-01 00:00:00,1.3241,1,1.3072
2019-10-01 00:00:00,1.3189,1,1.3072
2019-11-01 00:00:00,1.3237,1,1.3072
2019-12-01 00:00:00,1.3169,1,1.3072
